external_id,source,source_posting_id,published_at,acquired_at,role_family_sampling_stratum,natural_or_challenge,challenge_stratum,text_sha256,normalised_text_sha256,duplicate_group_id
reed_57096150,reed,57096150,07/07/2026,2026-08-07T17:57:36.811739+00:00,finance analyst,natural,,0285a133cdce97301b84397df4c98b04bfe26c22263ac0116783c187da5e8876,7b163edb955275d4df8b976d06a92f541abdf9bce5c1ab035f08deeeb8320a8c,172
reed_57096165,reed,57096165,07/07/2026,2026-08-07T17:57:36.811829+00:00,other_analyst,natural,,5c501993f0cb37a09115f77454dbeae3054792b7813d95e4d9efbb2b5f27bb77,a866e8e0465fdf8adf83e6d9aeaac86a755353802e7c891e2924c05475b9ac57,173
reed_57096278,reed,57096278,07/07/2026,2026-08-07T17:57:36.812159+00:00,other_analyst,natural,,a967be5acd9da0f14d78b6c88e5d750d97120acdf5bc8bde5e30498fe9288ef2,dad80df74e7106ae3327cd1b071e1e77c7c03bf055ba5411ffaefa0e83534a49,175
reed_57096306,reed,57096306,07/07/2026,2026-08-07T17:57:36.812221+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,5579973eec4bd717129435166d4cf9fd2380c475918f5ee8897fd206f7ef972b,b8803e2987c332574bfcc8b33cb81545cf8d2de8dfbccb0de1c98a79503a35e6,176
reed_57096383,reed,57096383,07/07/2026,2026-08-07T17:57:36.812424+00:00,data analyst,natural,,defdadc4704e4b462f39c532e15d591c3aefa3f2c240e4f7a99af32c62c5d636,d5da1902c496481435cf7c6674dc17b7e80e88f652e1e68d2ea42846c4fb1c80,177
reed_57096525,reed,57096525,07/07/2026,2026-08-07T17:57:36.812655+00:00,finance analyst,natural,,42386b84a2d95171032fe544816ef36c4845936a5a2c9b1e5a0833074007e1df,a5e963866a76c17c2f9c87ffdd7ce209ba40bd724d15a3db34e48d15fec01ea5,178
reed_57096691,reed,57096691,07/07/2026,2026-08-07T17:57:36.812991+00:00,other_analyst,challenge,C2_lexical_ambiguity_homonym,00863cd32fc5ef40f9fe91ca67d7afcadccbffc5acb612d5c278ac93ed7d014d,b3c6b10767b0422527f5e5224901dc02266a8fd3f05ab7affdbebf54e0c8d84e,179
reed_57096926,reed,57096926,07/07/2026,2026-08-07T17:57:36.813319+00:00,other_analyst,natural,,69ac8f72f84e846b060e485136ce4ad085b844d2b6b50d8ccd3cec77a8fbca8f,da959e941c5e000d444a65372be03b31ad0e3f7b40cfdb5aef2e58acaf8c3de2,180
reed_57096990,reed,57096990,07/07/2026,2026-08-07T17:57:36.813521+00:00,other_analyst,natural,,73196463d9ea44311f22449961473b6b6b390522cf08dec68afab928d5650aa0,393385fa261967ca8f5b528b839e42767ead2b1f10cbb800cad30cd3b95d217a,181
reed_57097208,reed,57097208,07/07/2026,2026-08-07T17:57:36.813636+00:00,business analyst,natural,,04868d762540413d1c051f578347a1834a801eee329e37a2f1630716a33caf9a,fa76ec1d4f1677a498f1ed44fc92bb6235a022a9f23717f77623c7176db52b44,182
reed_57098196,reed,57098196,07/07/2026,2026-08-07T17:57:36.814325+00:00,other_analyst,natural,,762a8bccf7d30703b03713117d20c18ffa33664657e3c6d7421e4bda2a6a74ea,4a5b58dccd0160c2dc2e57798e7774d856535078ec56fefc12a2ff4896ef42de,186
reed_57098371,reed,57098371,07/07/2026,2026-08-07T17:57:36.814556+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,9d715d05244d14272940cfb61696e6798eba68d3573f78b89189066cecc1df53,7c80827b400789c96f17e0b872f7c5864a24a26f19293d5261a74ed1a7bb16cc,188
reed_57098512,reed,57098512,07/07/2026,2026-08-07T17:57:36.821021+00:00,other_analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,36a8bf4191fdf57c10348f82d8cb35ad2a3fef8cbcb46ab55f429340a0476d4c,809cdbe39baea25f221ace76ac6bc3725059874d1e0dc5453333e91da892528f,238
reed_57098686,reed,57098686,07/07/2026,2026-08-07T17:57:36.814889+00:00,other_analyst,natural,,eba63f324bce0571923ec6868056904c6b6a2dd54f75cf4912c60d939fe95cae,ba1a2cccc44a5e028533f859bd3988b4d22909c20c0211f3c0d0998ab3725dd2,190
reed_57099112,reed,57099112,07/07/2026,2026-08-07T17:57:36.815186+00:00,business analyst,natural,,44c88e4c60526bdc18602e911363be44543fd788dbc61870c4f4c92bc032cdba,30cb9224a9769ace3c40b411bb601329af2a9bd2ec2b038826dfe36ffe636fbc,193
reed_57099360,reed,57099360,07/07/2026,2026-08-07T17:57:36.815433+00:00,other_analyst,natural,,99794e80676372efb3357c430c4b69c39d4bc1d8eb0ae710cb749fc00a8816e1,5ec53fd75a36a85173f032e0e83901aa264ad4bb3eb7de3639d304e7701fa077,194
reed_57099500,reed,57099500,07/07/2026,2026-08-07T17:57:36.815622+00:00,other_analyst,natural,,4b573188afe6c35955726d4fee3c48792e708d5f6632386c2b841fc7c5536c92,28e6a8e9d6447d00ca19fd6e07c91716573d7d34ca03b26a6fab1b4fc945cede,196
reed_57099568,reed,57099568,07/07/2026,2026-08-07T17:57:36.815939+00:00,other_analyst,natural,,97b746ad7e33f962bedebee22f2b9bac140cfa8f40adb6308003d807c34fb403,8d6ae9536be0e66f18fed094bee64703b8ac3bbafb6decb8046286048052a1c4,199
reed_57099607,reed,57099607,07/07/2026,2026-08-07T17:57:36.816259+00:00,finance analyst,natural,,36287a60f2bb54cf5cca7c1f741d8352105bf4866a76a5940a2acee049ebc946,62a4f2983b84bf7384283170b86f59460ba7bffca1bf078d0f4aec1e941f735c,202
reed_57099741,reed,57099741,07/07/2026,2026-08-07T17:57:36.816720+00:00,other_analyst,challenge,C3_role_terminology_edge,3eabaed1cf668f28e3cd5b127dffd9e631096c03ce1bbbf9f816981028258d42,2f43c1ad2b8ea26728e796409cb7c752719b43ee94ce3b778d91b4472668cfec,205
reed_57099899,reed,57099899,07/07/2026,2026-08-07T17:57:36.816855+00:00,other_analyst,challenge,C3_role_terminology_edge,ac7ffca2a9f3e9ad0dde6e05cb6f914c2dbed7f1b51a7ffa545cab8944c191c1,b619eb70f30b015280be46aed5a5853edba5db6fedcac4fc915dba649529ccd7,206
reed_57100798,reed,57100798,08/07/2026,2026-08-07T17:57:36.817360+00:00,finance analyst,natural,,ea11ce1f80606c1dd0f016ca3b8ed242eb002a83c7bbd71e5ff92d7abae2bd5c,1e0a8ecaa04d2b487e262e78aaa50dd401a7a247f515be301e63f5312b732f8e,209
reed_57100894,reed,57100894,08/07/2026,2026-08-07T17:57:36.817469+00:00,other,natural,,b3a3a5bd3b44d32597a6f025a3a9cb899374d0ab0647ab2c45fedea185efc396,e0df744b0bd6fd19f9a332e57fc19caf2cb4ebd44f8f0bacf6eec9c886359941,210
reed_57101131,reed,57101131,08/07/2026,2026-08-07T17:57:36.817733+00:00,other_analyst,natural,,bb8c862bf7084b224c4c1ce9c99e4e225643baf552a9050d387de12322d8aa1a,8b1bc6d82577185c63013b8d6f6f18013a281a6b2fd7c9a4ecaf5d9d45218b87,212
reed_57101158,reed,57101158,08/07/2026,2026-08-07T17:57:36.817817+00:00,finance analyst,natural,,f1cfdcd0a68f47e5a02b2c26807e021e0dcfc8f4a29406949f783613584e3655,19f69995b51e55e9b52b5782443faf134860e7d829b96d3f6daf87fb1c23a8b3,213
reed_57101551,reed,57101551,08/07/2026,2026-08-07T17:57:36.818014+00:00,other_analyst,challenge,C3_role_terminology_edge,e0af38f3179d9b954f926785d4a354be4f512b2c9c192daa1c2ddae9e048fc69,b27f613baf308d616cbe0d3412d0386ce48ca0fdb7da0ea4d4cd0e5111480672,215
reed_57101589,reed,57101589,08/07/2026,2026-08-07T17:57:36.818231+00:00,other_analyst,natural,,12baf96a8647ca4d3d990d5ab8b6d97d391147c63881144a6c106b3ee5f52660,9f8b818420de780e37624496ee087b839b7f4bd1133243af9cdd545ca95d131e,216
reed_57101863,reed,57101863,08/07/2026,2026-08-07T17:57:36.818440+00:00,finance analyst,natural,,16a636e1cdbe6f79005a067a47d70873d0be1cef85d7da7b82864d47f410045f,33e1ecc29ef3def9c037129631ece56e54b1dece533f97a12e010196e3e91726,218
reed_57101915,reed,57101915,08/07/2026,2026-08-07T17:57:36.818520+00:00,other_analyst,challenge,C2_lexical_ambiguity_homonym,b160bf5812458db1a312a75989ee0e290fd5b030b917b033394fc85f3b278c40,a3308263418471cd3b9138611b625aed032e44d03b1fc5d29fa6909d2032098d,219
reed_57102049,reed,57102049,08/07/2026,2026-08-07T17:57:36.818609+00:00,other_analyst,natural,,66d7d0c8297aae7a7b0719f04550884416b41c0fe7060711c98e4fc3741abd0c,bafc7008a3ab85a9b839c3c9882645f40ed1d0917f10a28fe5f28c4ee8f0ba87,220
reed_57102100,reed,57102100,08/07/2026,2026-08-07T17:57:36.818898+00:00,finance analyst,natural,,a256310a319dea09273af75bf75afceb77da2c946fefa14706ec9ffc0e5126f4,7c80db3e13188880ede35c49cc9cfde326037b1d32a8d4ca21f58720331dbb7d,222
reed_57102720,reed,57102720,08/07/2026,2026-08-07T17:57:36.819292+00:00,other_analyst,natural,,3826c144ec5d777ccb43ef913b7caa83fb1fbd29f815463beae1155a6e10e39a,9064a500edcddabc9d5941a63bce2c9ede2889e24aa2996e89ad4f20f01e155e,224
reed_57102847,reed,57102847,08/07/2026,2026-08-07T17:57:36.819343+00:00,other_analyst,natural,,257919a742836ea64eb7c18f21280efdec9b78b952811677696e8cc948f17a1e,775fb8858260c3fb16afad7c231dd43bc4651c09fbba7374df99d225a448e1fb,225
reed_57103014,reed,57103014,08/07/2026,2026-08-07T17:57:36.819592+00:00,data scientist,challenge,C3_role_terminology_edge,539133269de92503bc99352400d8698d90dc9df42e4cdf7b407935d793f01f93,3795d6fb6492888f6d927a8f2ce4ab972cca30ade6cf8b6cbe86a83d2f5c46cb,226
reed_57103535,reed,57103535,08/07/2026,2026-08-07T17:57:36.819809+00:00,other_analyst,natural,,8ca81bf0dcb5aa3a16c2067dc320a09dd1fed064d2958d4764c7a66f6d5829e5,ebecb1f93fbaac8e5e469996a9a2919e1e98fc31f708ca10593b2f743a8bb719,227
reed_57103580,reed,57103580,08/07/2026,2026-08-07T17:57:36.819880+00:00,marketing analyst,natural,,1ccd542a8982d820d6aa3529a0cf5c05773fed556244459b2a947a81e9233215,c07b9c9e624b54828f1c5116c1584123f1359447881077b1bd1041aa964af689,228
reed_57103963,reed,57103963,08/07/2026,2026-08-07T17:57:36.820067+00:00,other_analyst,challenge,C3_role_terminology_edge,c7f126a720d57468f4be22dab87d1e36b157323019c27358ec5c9712cbffe3e5,90793267b95407eaa44426ca38deabbedf10e93ebb1bd4352f00b7cd1c0cb8c5,230
reed_57104008,reed,57104008,08/07/2026,2026-08-07T17:57:36.820265+00:00,finance analyst,natural,,64bd9284b976ee83faef2fc58726cb99e0cac9a1b209f4a6f6eeb8f50b54776b,e0c14a03664d29ea8d42df0ceaab8499d9e525ed69610c166d3c755a1dad9a6c,232
reed_57104030,reed,57104030,08/07/2026,2026-08-07T17:57:36.820374+00:00,data scientist,natural,,6baec57866da5a3ca937bff204afced9fc2b59792263482da7e427376d9a3300,129c9434db15164bc2a3b44217bb7b4ff5132a05066c93779246edf531b2d46e,233
reed_57104175,reed,57104175,08/07/2026,2026-08-07T17:57:36.858262+00:00,other_analyst,natural,,2b03f025d59c2b23dba02ba80e5343ca0868043cb8248b6da1dcc40dedec7fee,ed640be0c48282aab106df66adf719dbfadc839bd3e8e6fd32986608a2252ee5,464
reed_57105441,reed,57105441,09/07/2026,2026-08-07T17:57:36.858338+00:00,other_analyst,challenge,C3_role_terminology_edge,3b3b986f1579b61f8b6e0ffafb7237d8943d63f632ebe3b18173970aeefd5cdf,8ec5ce439dfe0a11d73d93d4b949263bf1c141b1e3c3448dadfaf995354d61e5,465
reed_57105474,reed,57105474,09/07/2026,2026-08-07T17:57:36.821197+00:00,finance analyst,natural,,13b23547d523209c53dac986a6021212d3df73368cb32cff565119936f86859b,392cc237e700319f7d7313aa2e867ebb9a045c5b15fe891aa18b685345a6282f,239
reed_57105714,reed,57105714,09/07/2026,2026-08-07T17:57:36.821527+00:00,finance analyst,natural,,05bf1665bb0341e46971e44053afd3f0cba69f30e94d47e83b31a5554ebc0590,d7de1f64a009ed3d2fad2ce2d095a2f968284210eb8fdfa64de772bbe43efebd,240
reed_57105795,reed,57105795,09/07/2026,2026-08-07T17:57:36.821600+00:00,other_analyst,natural,,6675ab7b6094fab7793e9f0c91c58b30ac171d1fe8274d2c56c3e318c417c7d5,b75951e90fdbde4450e772ea7de7e720483a2f292031ed2efbb28f1477471b39,241
reed_57105797,reed,57105797,09/07/2026,2026-08-07T17:57:36.821680+00:00,business analyst,natural,,6f5be1d472e49d50ee8436738a617c745eb456694a5de78f93c7f3df9e81dcb5,33b8751aef3a8b4ac30f72678ddf9134e07aa7ccd469e1ad934c7443d6cc51f6,242
reed_57105976,reed,57105976,09/07/2026,2026-08-07T17:57:36.821751+00:00,business analyst,natural,,70f89eaf97dad19970970b3ff6b3dd12368651fda40f12ad04483a1149efca74,e2dda48257f8024a3f54f209e355f3ce0b59b5cf06046609c5f089f90396cb68,243
reed_57105995,reed,57105995,09/07/2026,2026-08-07T17:57:36.821862+00:00,data analyst,natural,,b83191a747fe5b8e1436909e48b7e34e63bb725ed284baff50f91228788a4d6e,14a0e6ce5f79210fb86865513ff6078f946656caccd3e4d93db4e6ca7311aa82,244
reed_57106083,reed,57106083,09/07/2026,2026-08-07T17:57:36.821973+00:00,data analyst,natural,,f600ada0c91fa447530541c482bef121887d108ed0078576c98ac0bfb9d3f920,7f40f08dfd0971124f5b517afd5520bd6f589564b9c53aa44b8079352aef6f67,245
reed_57106120,reed,57106120,09/07/2026,2026-08-07T17:57:36.822059+00:00,other_analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,188824207abae3576fbe40d6765f9057438d8c74d9c8594c2aff8245722f9175,b382517092e36c30415dc5c85150ea62994823f9e05564b3d3740e7a24d56dd1,246
reed_57106278,reed,57106278,09/07/2026,2026-08-07T17:57:36.822201+00:00,business analyst,natural,,c0aa23ea6ffc81a1d9e0fd3e2699e4b59b3d02d0d57df2abfa3caa6c2021842d,a4db6cc79f395a1d52d220d6ede3ca9f199288fbeaf7574ea7a2dcaf6ed4946a,247
reed_57106679,reed,57106679,09/07/2026,2026-08-07T17:57:36.822287+00:00,business analyst,natural,,f60bfff688dddf485db1dbb755fc9d464ffce8bedb5745ccbd1caddb8b9caff8,18d6e0c98ea3e5180c55008e40240da0f426d4eda2084826b96f045faf7578da,248
reed_57107333,reed,57107333,09/07/2026,2026-08-07T17:57:36.822519+00:00,other,natural,,0cb06e3ac26a145a82af5e628d816b97234f8c735a21b8a58c8aebcaccff1037,780ebea79f4f4ef76a7acaf96b0b92cb51d62c6a2752913b0e0a3c9addac4a0e,250
reed_57107395,reed,57107395,09/07/2026,2026-08-07T17:57:36.822787+00:00,business analyst,natural,,038a0b542310cb34ae00ac828a2db6360f734175aa87b8b876c7c68b22eafed2,5a00731634416d409b54fd69f3a5120c9d0ed25c17f0d8f434bb94406a589fa0,252
reed_57107675,reed,57107675,09/07/2026,2026-08-07T17:57:36.823319+00:00,other_analyst,challenge,C3_role_terminology_edge,e05770563e1b965a12171a0522cbd0ab36b9da10ca8d5ce558fbf54d3872ddd8,9182e9eafe64b7c267065d7496b44cf7cb3c56d1906d0a7386a55a9c0a12684e,256
reed_57107801,reed,57107801,09/07/2026,2026-08-07T17:57:36.823646+00:00,other,natural,,8f7383db13d5c13d4f20ec27386cd5ef65ef2dbe4bfea4a1dc8ad7d7123fc176,fb0caf2b4ae9e6472595c069db6617c4b1d1ea8a87962ce1fdc24ee4e8d130cd,257
reed_57107804,reed,57107804,09/07/2026,2026-08-07T17:57:36.823767+00:00,other_analyst,natural,,629461f493030d702a6d39d65681173ea309046dce70208c95aaf232959af89c,20807ffd3aaaba2d1db89fdbc97971409a4a573b50172ddf4e95c053f86f6b45,258
reed_57108146,reed,57108146,09/07/2026,2026-08-07T17:57:36.824199+00:00,business analyst,natural,,1150968e71406f29caeee60a49cb07f000a00cb108cc6032566b3fe4d45c4392,aff058780467d007164968f502898ed34c39ee4d4416dd781accbb1cd62516a4,261
reed_57108155,reed,57108155,09/07/2026,2026-08-07T17:57:36.824272+00:00,other_analyst,challenge,C3_role_terminology_edge,257aa511950d4f22d3898a27cb0e3edd2f7649c9415d605867637e0cd5252cda,ab2828fd902f71785ac5d9b1f6b90ca404bfec061c5424fdbc6db502c6dd1129,262
reed_57108217,reed,57108217,09/07/2026,2026-08-07T17:57:36.824510+00:00,other_analyst,challenge,C3_role_terminology_edge,c7e161728e24855d0e3f098b13b08e2fb0bdcf1231d225a34456860dd32c9699,4e4f33a83d963c8f286d6b7f9ac54d513eac8f08920976b4beb50b4f0df48129,263
reed_57108218,reed,57108218,09/07/2026,2026-08-07T17:57:36.824639+00:00,other_analyst,natural,,e19888730c44e210c97774cb4ba767aaab779d178263690cd107e77d34a8f575,14d7b22cbd0b27866377f19b7d3c32c640d304340696574a0ca496de10951442,264
reed_57108298,reed,57108298,09/07/2026,2026-08-07T17:57:36.824896+00:00,other_analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,0918a28f2f078c8e5948de65fd33c0d6baed337e0d6a30799dbe01276372386b,cdab3be82433c3a6ab50d00bce9b0394d9c13f87bbe18e0dde12dae6201fc45f,266
reed_57108851,reed,57108851,10/07/2026,2026-08-07T17:57:36.825115+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,4c73a19b951a8f67ecf3f0d638fed69e6ca7e62111a584d8cf827aa35b4b9954,4a263bce7f0bd75292fef8ca4b164c6ee64727ca536e3332f1b10a4ea26dc989,268
reed_57108863,reed,57108863,10/07/2026,2026-08-07T17:57:36.825246+00:00,other,natural,,95ce430f19c0fd8e75f7b5ef5076abcc4945811dec0d6cd196e8890f4a060582,1db98c3f36d1550f19ed47ac5e5e923cc8d9016b8266227817af377752d44279,269
reed_57108933,reed,57108933,10/07/2026,2026-08-07T17:57:36.825316+00:00,other_analyst,natural,,880106982e9f8cc1b083eeb31c9340310bce97d2debd372ab820f3423d7b7375,c0658bf321914bad3c6dd51dcaa4ce189e9dbe86fce08a94dc572667810ec687,270
reed_57109893,reed,57109893,10/07/2026,2026-08-07T17:57:36.826276+00:00,business analyst,natural,,f61535a55283746554f2e162692942d3f7c1237d8d87b90d0ca0bae4b548c960,2541589a5aab004817136bb13ede70620dd2bcbb682aa43270c2a143e7213f9b,275
reed_57110229,reed,57110229,10/07/2026,2026-08-07T17:57:36.827077+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,cac29f302a14503d7bb85e6edfcb430100d8688cb93e485408ed868acf9334cb,cbd76195a798fbcf33c1d2a250c59be6aa97050cb34c4944fe001efeccb0bcaf,279
reed_57110554,reed,57110554,10/07/2026,2026-08-07T17:57:36.858421+00:00,other_analyst,natural,,4a99b77d5b47ef6ad6fdc530b8e37dc39bd56f5de98bfc13180c636c0b44c3a6,41cde37d67853598525a720be4f7ecc6e9ec36c1f60e10d72afdd2fd84ca8b0f,466
reed_57110682,reed,57110682,10/07/2026,2026-08-07T17:57:36.827272+00:00,other_analyst,challenge,C2_lexical_ambiguity_homonym,ec8e797ced1725bf87ff3d2de9c97bcbd3d3f6c3c57a6030449b12a144fb8229,21f552c7f8ce85b5b751c9f25ae952a4e4e788bc9b9212c1225cb4b7bbd7f1d2,280
reed_57111317,reed,57111317,10/07/2026,2026-08-07T17:57:36.828066+00:00,other_analyst,challenge,C2_lexical_ambiguity_homonym,ef78e4552e7f15230022a874e1290b2abb343740f30bd7c37b68e3afdaf8d423,2cf28e091415b3e6ed22800626146ffad824ded7daf369dcc383d70e61ccf4d2,283
reed_57111561,reed,57111561,10/07/2026,2026-08-07T17:57:36.828350+00:00,data analyst,natural,,6f56e59e5fe0946f802e06ba552242d6367b1c74012fdba6658bb2b563750296,b93f0db6ac0623266a4f4cedbc57effaa25e9908698c011c1091ec39cf1dd813,285
reed_57111761,reed,57111761,10/07/2026,2026-08-07T17:57:36.828563+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,ade074305382fe5e1c2f376e74bf0f73ad95515d385d89b91274dd7146f5f420,2c06032cb6408f51bce5a3e51747c0a9a440365677dc278ba05699a0d2da3fda,287
reed_57112263,reed,57112263,10/07/2026,2026-08-07T17:57:36.829424+00:00,other_analyst,natural,,cf7325a6fc8e31dbe96bf6c93be018fa5e8ed2a35d58ea60f22101932a4643dd,eec94a3d5f75889f012c2fa38180e13b341c5a1e204e3ad6ecb55c7564c7608c,292
reed_57112302,reed,57112302,10/07/2026,2026-08-07T17:57:36.829523+00:00,other_analyst,challenge,C2_lexical_ambiguity_homonym,69f55013f224242852f082cc21648a2f0c90f1aafbfe1389fc2d0bd508d08d86,1f12ae85f3e007d3e801a0174406bc1b462343c3a0c031ea34dddffc6295f38f,293
reed_57113331,reed,57113331,12/07/2026,2026-08-07T17:57:36.858804+00:00,other_analyst,challenge,C2_lexical_ambiguity_homonym,0ea530ee36c3f8a2428de78c277e62cfae72b04e11bb77366b6e9316e21d0d85,326c584efb4b0be67dcb8943da943e5e43a81c791d3c47825e9ccfba82bc633b,469
reed_57115474,reed,57115474,13/07/2026,2026-08-07T17:57:36.829940+00:00,other_analyst,natural,,d9a287fb2f99cf5375fced679b7336398212c1890734fbe3fe940f0630a77b51,f3bfbca018948d1875dd058bad93effef69af96424a79c3e0d078079378f791b,295
reed_57115666,reed,57115666,13/07/2026,2026-08-07T17:57:36.830128+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,cc692eab92af6398f65da86022d19c451597ef3a48054de742563b9bc9eb0dce,0b582d878a89449b2b4c6d68f93dc56f38f2b69cab962b76e06489170b175ee2,297
reed_57115685,reed,57115685,13/07/2026,2026-08-07T17:57:36.830221+00:00,finance analyst,natural,,10ddcb04002de1c3e8cd8fe258817b7c23582295eed6f5aaba5d87318b389534,d1ff5950b9e4d48302ccedaa37ed6302e1eb926a797bc8414299fde4622599fa,298
reed_57115823,reed,57115823,13/07/2026,2026-08-07T17:57:36.830409+00:00,other_analyst,natural,,df42c2ea9080028490e088bdac535cabd977e4e9ac57e3c784e50017e9a85c9c,1cae85679388cf5028e46e94abf24e1c387e01e8cc8570d8f7fdb9403ccfa891,299
reed_57117870,reed,57117870,13/07/2026,2026-08-07T17:57:36.831088+00:00,other_analyst,natural,,4a95720d44ab21eba49a3b3ed9b45dbe28439d095bb617a5d43983a4391cf40b,00071cd7c020ea1a66fab30d6cb6ff628ca440a93c84fa6a4c7cd6ad652a85a3,303
reed_57118078,reed,57118078,13/07/2026,2026-08-07T17:57:36.831575+00:00,other,natural,,6177c4a5088acf20552713c75da6d675a9979bc9087a8d28dc4de025549fcbd6,c5619be126aa745f3a11cdaecffcbf2531503812b5c81fd1566bdd2dce052764,304
reed_57118550,reed,57118550,13/07/2026,2026-08-07T17:57:36.832123+00:00,data analyst,challenge,C2_lexical_ambiguity_homonym,1baabc7c98b938eb909a9736697611455c4174af104c790e0f5ae98203d4ea80,26276c39fa0a7d67d28c5c94aff9135e811bb602a0567fe73dc80b6120a5d53c,307
reed_57118584,reed,57118584,13/07/2026,2026-08-07T17:57:36.832401+00:00,other_analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,0c9393c847cb1805ace6e561547dea87ce87140407d54850ba5eb23ef4ba5482,084f3e5dc74ff0f4130b6d19a2b1a8655d408c7a0ec5f7211cabdaa49269bc0b,308
reed_57118637,reed,57118637,13/07/2026,2026-08-07T17:57:36.832466+00:00,other_analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,cd76b93c1022f2521859e61f17d04d056db7d24fcf90e623e5eafa5773222c90,6eaaa772b106ee4218ce508fd3e0ef5c6546de17d607ea9db2e014a3c5b7e9a5,309
reed_57118845,reed,57118845,13/07/2026,2026-08-07T17:57:36.832966+00:00,other_analyst,natural,,afabe8125c52eb019281cad41acfc7dd8b0ab59b84f7d2a608a36984673bd8b1,d360bdf1e021cce67f4137bf4cace479bcaecdcd7dc4844c242abcb3bd9ff439,311
reed_57119177,reed,57119177,13/07/2026,2026-08-07T17:57:36.833335+00:00,other_analyst,natural,,16be094fc0213c714bb67900deb0e61bd4c3093667cc6e471c6334db5aafb656,658a87acc8ccdac264b12aee45337dbfd31b343f7b8280e69af18ef94191f23f,313
reed_57119427,reed,57119427,13/07/2026,2026-08-07T17:57:36.833620+00:00,other_analyst,natural,,b2ab4a5e67cccbf37ea95284a3e56b1234e31c5694c417b8ff64e78e2682ac2c,92bdb1be61588c4a991e6a796442b18d58237dbba68e70cfa46c4149ccf095c7,315
reed_57120567,reed,57120567,14/07/2026,2026-08-07T17:57:36.834157+00:00,other_analyst,challenge,C3_role_terminology_edge,c727487c091d52dcc1b1063f1aa9e6e8a16f59721f49a0e479ff7bbc4a50a013,249bf9dc7c7add7a709bbd36db4a479db9427c935785d7f405f3a1457b298775,318
reed_57120587,reed,57120587,14/07/2026,2026-08-07T17:57:36.834395+00:00,data analyst,natural,,2b299a479fddf4ee96fb5513a5c6fd6a3fd8c75d12bc8c44e56d62b7452cb973,f42db59303e9eca35f46e0534b4db944f46bc0ff32d044e4d74193bd4be0cc45,319
reed_57120683,reed,57120683,14/07/2026,2026-08-07T17:57:36.834643+00:00,data scientist,natural,,fb0c8ac922cb91a751327fe97e6288f4f6e4ed6cd39cf25312aad2ee03a32fe2,3e44706b8ddca42ca27aa8d271dd6e97b1f8f920f00c07c7c547018a83c041c7,321
reed_57121020,reed,57121020,14/07/2026,2026-08-07T17:57:36.834950+00:00,other_analyst,natural,,6de1122d2ad7a32f0ba52e78125adb931566eb3f77a5d6e35aea8aa8af8d40d3,c15c8247e0c4ca8c7675c436f07c4e818cdc9b0c90b23f16d91d9168a8b2f388,322
reed_57121135,reed,57121135,14/07/2026,2026-08-07T17:57:36.835101+00:00,business analyst,challenge,C2_lexical_ambiguity_homonym,c561df2c60c73438da8be5376e0c66433557b3441adfffa23cef10155a3d4887,8691fd93f7c2cddd420720f0f0ce149aa54373cd4edf0b4f38b98d094b14875b,323
reed_57121276,reed,57121276,14/07/2026,2026-08-07T17:57:36.835382+00:00,business analyst,natural,,a8cbed4f4584061d95c3fbc6bc8f6539ed2e89093f536d95717c088e07136b9e,91ea382e81f31d2284740e839b849ac26b797dd3aed03f47ea939b66d7374508,325
reed_57121681,reed,57121681,14/07/2026,2026-08-07T17:57:36.835496+00:00,data scientist,challenge,C3_role_terminology_edge,997bef39f81be352887e467d28fd6a1c5413c857a355b825792840f773a8584b,100e9c2a7c07a81a9796b8fec2435f03f9eced2fabcf4f17f2c47e80d249de63,326
reed_57122108,reed,57122108,14/07/2026,2026-08-07T17:57:36.835668+00:00,other_analyst,challenge,C3_role_terminology_edge,adb283af4b527a5684a467961127489983fca7549f18707ae6e420d106734b02,9585f4cd569936c2620bbc59755252494bac67ae744a6a403803172219a87d03,327
reed_57122965,reed,57122965,14/07/2026,2026-08-07T17:57:36.836281+00:00,finance analyst,natural,,8558f9c31889c6da4f91fa5e103e34950403500a678c8e7b3e1b8ec3a852c7bf,6f0c3a82b2891082d149e6092b682612d5d2a6c97eb214eb1ddc69a6a74f14d1,331
reed_57123044,reed,57123044,14/07/2026,2026-08-07T17:57:36.836356+00:00,other_analyst,natural,,a6ba60400cf0074170efeb49bcd7e8060629015fe4ce4ea69160b43a68735311,5b79f86ff2e607c050b329acfdf4d5f1b2dafdd05406f28dfeab5c27c22b1dd7,332
